latitude,longitude,population
46.043733,-102.60353,1971
47.411564,-102.82766,1225
46.666229,-102.48549,126
47.151337,-102.82216,352
46.2715,-103.93203,230
46.92752,-103.56872,334
46.379559,-102.28758,1318
46.511555,-102.8735,967
46.140764,-102.92304,366
46.405798,-102.60398,477
46.329565,-103.68539,544
46.891017,-102.28356,1121
46.172025,-103.09161,658
46.85992,-103.78322,345
46.808668,-103.03364,487
46.975615,-102.46219,429
48.19983,-101.28579,24761
48.277024,-101.31942,18479
48.41647,-101.3274,7599
47.87756,-100.23677,585
48.94424,-101.28912,235
47.985515,-100.53158,184
48.552669,-100.63594,40
47.82781,-101.08118,119
48.327365,-101.81878,959
48.811975,-102.27362,609
48.251187,-101.47331,1456
47.785232,-100.69257,173
48.466756,-101.70175,348
48.844129,-102.80485,342
48.889528,-103.32304,1364
48.422289,-100.98409,314
48.171782,-101.60981,493
48.506446,-101.96379,335
47.869756,-101.49673,387
47.916124,-100.38123,551
48.917722,-102.40401,151
48.485288,-101.22156,681
48.269326,-100.82468,640
48.102064,-100.61537,196
48.719925,-102.08301,1684
47.808989,-100.51007,150
48.687522,-100.6606,245
48.611257,-101.4194,597
48.845965,-102.57917,259
48.632655,-102.93658,164
47.962814,-101.81113,250
47.702563,-102.58745,780
47.781908,-100.10165,245
47.855591,-101.26056,709
48.686244,-101.15787,280
48.770684,-101.55153,1207
48.671806,-100.96154,237
47.983034,-102.54126,2860
48.857983,-103.03833,317
48.250987,-101.00165,249
48.330437,-102.23239,278
47.927133,-102.13973,1290
48.073998,-101.9763,482
48.973939,-102.60078,143
48.574749,-102.65064,756
47.710089,-101.84406,294
48.24767,-102.62331,216
47.783028,-100.93423,180
47.811566,-101.86084,514
48.037844,-101.09637,721
48.944324,-101.72643,464
48.900962,-100.76402,360
48.366981,-102.4235,1732
48.271451,-101.11174,1071
48.76715,-101.81935,155
48.363285,-100.47477,1322
48.567655,-100.80621,354
48.053192,-100.93425,1570
47.971295,-100.76841,255
48.871815,-101.04936,752
48.298407,-102.76645,143
48.64055,-103.15693,278
48.20496,-103.71908,16125
48.586475,-103.46708,242
47.826449,-103.65916,508
48.894491,-103.51215,90
47.73943,-103.46564,252
47.83202,-103.886,225
48.278037,-103.39021,336
48.894636,-103.75867,165
48.629988,-103.93903,388
47.8845,-102.90911,219
48.326813,-103.19462,812
48.388509,-102.94589,1581
48.069085,-103.84342,114
47.835713,-103.22565,2430
48.567291,-103.71711,128
45.522248,-109.48875,1577
45.932174,-108.68933,63
45.486308,-106.33169,1055
45.947154,-108.0969,827
45.159808,-109.14649,119
45.103044,-109.06992,371
45.949226,-107.2284,144
45.883409,-109.91891,3015
45.351247,-106.58858,142
45.464156,-109.11927,189
45.242325,-108.73073,1441
46.096447,-108.83134,524
45.457795,-106.97057,952
45.894359,-110.61105,406
45.602343,-109.2671,3340
45.058868,-109.90084,100
45.613564,-107.37805,2455
46.095217,-107.6318,377
45.090049,-106.69221,125
45.430445,-108.76441,197
45.310206,-110.8895,309
45.373162,-109.64134,554
45.391138,-108.89916,803
45.145353,-110.60771,1774
45.521423,-107.42566,330
47.041005,-108.80868,363
45.734139,-109.77529,101
45.780451,-107.63987,4576
45.224859,-107.98299,197
46.435446,-109.86994,1631
45.862261,-108.29474,1516
46.208375,-107.22415,773
46.69244,-107.6368,91
45.505519,-108.92119,1774
45.585984,-106.63862,2865
45.665424,-108.75601,9701
46.418078,-109.03637,436
45.674463,-110.53834,12190
45.272302,-107.45873,1683
45.550177,-110.05667,203
46.491523,-110.50499,437
46.56503,-107.9138,287
46.13263,-109.89746,122
45.846359,-108.95391,399
47.05992,-107.80028,65
46.455469,-108.0903,159
45.45236,-109.83681,278
45.154425,-106.13017,82
45.622948,-108.96,1721
45.903794,-107.92181,283
45.336151,-110.75099,85
45.353002,-108.49163,744
45.951002,-109.28883,219
45.241761,-109.32217,3517
45.708186,-109.54126,477
45.352866,-109.17158,748
45.343978,-109.50168,83
46.53932,-108.53775,4027
46.367286,-109.27608,577
45.395656,-107.93409,344
46.2644,-107.07438,35
47.130621,-107.52697,62
46.383158,-109.49616,144
46.001031,-108.3527,3010
45.006307,-109.98238,29
46.501026,-110.14681,57
46.075387,-110.57954,757
47.000478,-108.29005,493
46.059495,-108.0755,1136
45.076746,-107.44633,497
45.737525,-108.48754,36312
45.778852,-108.5742,44501
45.836121,-108.46819,23063
45.777818,-108.66944,8218
48.126066,-105.65893,5095
48.695994,-104.35503,185
48.1154,-104.19036,299
48.132347,-104.88114,851
47.274624,-105.84727,140
47.520661,-105.8743,1243
47.577478,-104.25806,72
48.132161,-104.51429,925
48.519946,-104.25492,384
47.900376,-104.13403,1608
48.739987,-105.15836,233
48.006744,-106.46104,277
48.202722,-105.96719,708
48.317939,-104.44433,420
48.15381,-106.69558,4675
48.404667,-106.53357,177
48.39962,-107.09765,447
48.40892,-104.70869,55
47.71754,-104.63734,357
48.599534,-106.33328,108
48.503927,-104.48487,352
48.13336,-106.33547,741
48.860359,-106.47675,226
48.893223,-104.7741,222
48.730966,-105.85564,180
48.77466,-104.56769,2428
48.136011,-105.16175,3691
48.750625,-104.96702,81
48.591968,-104.61326,145
47.777938,-105.04227,413
48.717859,-106.07899,178
48.544159,-107.40301,548
47.463172,-104.36846,742
48.809655,-105.45829,1505
47.683129,-104.20547,7061
47.859083,-105.35001,246
48.887447,-104.20951,349
48.897816,-105.16316,45
46.343483,-105.81164,11314
45.189905,-104.38569,209
46.357253,-104.25299,2407
45.078881,-105.37586,145
47.441629,-104.86652,197
45.385223,-105.34448,1214
47.426998,-107.44215,147
47.049949,-106.58157,185
45.915952,-106.65505,2431
45.797477,-104.47482,975
46.810255,-105.04391,272
46.077231,-106.68186,3068
47.107345,-104.72683,8319
45.386374,-104.75677,176
46.271872,-106.21374,35
46.429205,-104.94036,122
47.349999,-106.95207,820
46.579645,-105.62183,183
47.253136,-105.19476,130
45.666174,-105.47959,149
46.43208,-104.61063,387
46.632549,-106.39641,346
45.365698,-105.95632,14
46.897901,-105.46339,927
45.942409,-105.71211,77
46.969132,-104.19232,1068
46.127895,-104.45228,43
47.509157,-111.27408,14377
47.514307,-111.34499,24775
47.476152,-111.26909,32022
47.503261,-112.48018,765
48.871429,-113.43734,512
47.351391,-110.86564,1623
47.526385,-111.27845,864
48.037351,-111.66825,495
48.556986,-113.0698,6606
48.007556,-112.32535,74
47.834943,-110.98801,174
47.223693,-111.70821,1786
47.840047,-112.35083,3052
47.383325,-110.02055,20
48.190331,-111.96872,3760
48.680309,-112.47009,5292
47.316304,-109.96291,480
48.177132,-112.61804,194
47.895071,-111.77961,688
48.424793,-113.20424,469
47.624913,-112.03006,1894
47.696452,-111.15265,202
46.906403,-109.09551,116
47.83055,-110.64869,1976
47.547517,-111.82545,729
48.635319,-111.24083,206
47.661952,-110.1846,677
47.268612,-110.44229,283
48.309341,-112.81115,1125
47.530558,-110.57208,543
47.468715,-109.35624,1031
46.883052,-110.09673,628
46.678858,-109.64119,272
48.744885,-111.97141,226
48.281911,-111.30771,107
47.054233,-109.48065,9022
48.008655,-110.47512,212
47.089167,-109.91488,239
47.057303,-110.84279,181
46.956343,-109.7023,466
46.926021,-110.71696,94
48.842195,-111.59529,135
48.093269,-112.30254,83
47.69094,-111.63998,620
47.261238,-110.725,184
47.377169,-108.84397,435
47.409591,-111.13517,483
48.479975,-111.76863,3771
47.459112,-111.96711,302
47.104848,-110.26076,955
47.188396,-111.16349,581
48.881178,-111.91516,847
47.465072,-111.79735,534
48.979905,-111.92471,158
47.429273,-111.59357,590
48.336146,-112.31498,1333
47.577613,-111.60477,1328
48.584562,-109.78365,13228
48.141017,-110.06828,1273
48.321712,-109.9578,2896
48.487928,-111.00381,1576
48.485856,-109.17406,2579
48.148715,-108.37109,733
48.733088,-110.32495,325
48.483212,-108.72208,2582
48.023133,-108.69955,1086
48.555089,-110.41769,310
48.843446,-108.73813,69
48.631693,-110.67384,183
48.675352,-110.8269,388
48.597362,-110.077,223
48.031253,-109.28416,110
48.817553,-107.87318,141
48.235694,-107.80711,3161
48.525132,-110.54993,386
48.824171,-108.44428,281
48.751881,-107.61505,194
48.962291,-111.16737,44
47.896703,-108.54135,117
48.607955,-109.01285,46
46.588803,-112.04193,28671
46.696501,-111.96895,18272
46.231547,-112.34456,247
46.205729,-112.06748,1829
46.818147,-112.3409,241
46.479732,-111.97496,4225
46.578943,-111.8821,5915
46.620549,-112.10446,37
46.376532,-112.14074,364
46.973643,-112.62547,1324
46.748706,-112.30023,80
46.24656,-110.79404,52
46.186442,-111.56253,523
46.394352,-111.44665,3434
46.615309,-111.01063,1623
47.035168,-112.09073,751
45.996957,-112.51279,33619
45.125532,-112.12007,349
46.141686,-112.98902,9163
46.650216,-112.59075,214
45.85291,-111.18037,10593
45.707153,-110.9878,29888
45.268367,-111.32651,559
45.680811,-111.137,16701
44.99257,-111.62521,220
45.849728,-111.86233,392
46.392658,-112.7369,5753
45.146179,-112.77411,8011
45.794048,-112.77595,159
46.481128,-112.43358,378
45.30767,-111.70176,1983
45.417898,-111.19888,1654
46.565168,-112.80722,213
46.606751,-112.97866,117
45.688676,-111.78292,315
45.26938,-113.35533,117
44.712015,-112.25568,405
45.462512,-111.76367,401
45.810687,-111.33138,3904
45.631031,-112.6757,181
45.587974,-111.60577,102
45.534274,-113.17025,111
45.659738,-111.88987,200
46.025762,-112.77156,334
45.528809,-112.1097,1482
45.946694,-112.6987,401
45.681898,-112.30548,143
45.899881,-111.53143,3103
45.513742,-112.4186,935
45.296409,-111.94237,158
46.201464,-112.76555,296
44.727561,-111.18723,1666
45.851349,-112.1695,3252
45.595349,-113.61624,328
45.757767,-112.99552,322
46.855423,-114.01229,28839
46.896821,-113.95551,17930
46.790915,-114.00439,14003
46.854974,-114.10566,7371
46.92275,-114.07639,11256
46.971146,-114.49692,1242
47.169203,-114.05215,2441
46.900409,-113.64027,1029
47.425832,-114.17894,1816
46.716741,-113.62908,2386
47.500385,-113.72687,587
45.905748,-114.07478,222
46.313969,-114.04819,4215
45.836508,-114.20624,2844
47.291275,-114.37296,481
46.695594,-113.22547,775
46.642043,-114.07435,4812
47.049623,-114.25074,1644
47.015705,-113.42635,275
46.522136,-113.29281,169
46.214883,-114.14786,12359
46.336533,-114.22296,463
47.365882,-115.49151,45
46.878117,-112.97934,255
48.03036,-115.96844,587
47.740524,-114.63534,1134
47.107612,-114.44619,1432
46.752798,-114.35326,4914
47.689156,-114.67899,117
46.871508,-113.88196,106
48.017227,-115.81962,590
47.044698,-113.09214,250
47.597618,-114.11853,664
46.293656,-113.36273,1512
47.452071,-114.8171,3456
47.696131,-114.16094,9175
47.540256,-114.12898,6182
47.317264,-114.04402,2886
47.3245,-115.13788,810
47.417172,-115.45113,230
47.222677,-113.52551,1886
46.53135,-114.03182,8583
45.887807,-113.84407,214
47.113918,-114.84507,2165
47.710209,-115.23463,2687
47.844268,-115.60569,1278
46.39449,-114.18711,3480
48.201414,-114.32202,39333
47.802143,-114.30638,404
47.952716,-113.96215,6908
48.438331,-114.23052,12003
48.428564,-114.01396,679
47.868708,-114.2778,295
47.829886,-114.39536,183
48.249467,-113.62889,115
48.840305,-114.99727,3722
48.75853,-114.84363,392
48.185481,-113.83078,911
48.034766,-114.49865,733
48.605472,-113.88505,1
48.005656,-114.24184,1937
48.309374,-115.3286,10284
48.080862,-114.80804,825
48.36435,-113.98182,441
48.595224,-114.70843,143
48.863964,-114.42793,70
47.923911,-114.37322,169
48.875701,-115.27461,811
47.911242,-114.19568,224
48.073924,-114.22384,976
48.68464,-114.74914,14
48.611903,-114.90532,442
48.671585,-115.862,3172
48.497774,-113.92599,422
48.409454,-114.43069,11619
42.46617,-88.09995,19350
42.108428,-87.97723,53118
42.069327,-87.98464,28884
42.005978,-87.99847,35281
42.07506,-88.02508,23406
42.160791,-88.15231,40110
42.265643,-88.31664,10087
42.217523,-88.24338,24079
42.226623,-88.33066,44525
42.169325,-87.86556,27291
42.047178,-87.89058,58500
42.008429,-87.89234,30046
42.409445,-88.17822,6237
42.194946,-88.21676,5764
42.130976,-87.76252,8602
42.07672,-87.81922,49556
42.056529,-87.79286,341
42.338955,-88.03433,32426
42.375821,-87.93517,37377
42.424338,-88.61431,13231
42.468318,-88.43125,1931
42.181875,-87.80956,29757
42.21196,-87.80808,878
42.205724,-87.81421,5601
42.372721,-88.15303,9285
42.277691,-88.20074,8800
42.088128,-87.716,2550
42.286222,-87.86309,15517
42.238087,-87.86093,22232
42.410687,-88.05462,30267
42.199957,-88.05859,38288
42.290922,-87.95169,28418
42.348406,-88.24769,48092
42.041999,-87.78882,21681
42.065427,-87.93621,57158
42.263623,-88.01172,36687
42.229856,-87.96779,20805
42.124576,-87.84303,40175
42.326072,-87.85202,16044
42.10979,-88.04917,50881
42.01183,-87.84158,37690
42.188074,-87.92717,7126
42.105576,-87.92816,16347
42.464639,-88.3028,2870
42.405464,-88.30274,358
42.366253,-88.09647,38829
42.143819,-88.02546,23584
42.03618,-87.7321,34367
42.033313,-87.75764,25088
42.441869,-88.22167,8486
42.428187,-87.92935,5521
42.263181,-88.14328,12994
42.361271,-87.86187,73069
42.404272,-87.86525,23701
42.312372,-87.85284,13546
42.167638,-87.96393,41734
42.131526,-87.92958,36526
42.077178,-87.72373,27427
42.104127,-87.75016,19580
42.48067,-87.83018,6901
42.384504,-88.3495,10453
42.316121,-88.43884,27613
42.451371,-87.84862,29657
41.931573,-88.00222,37800
42.17315,-88.31849,48410
41.977477,-88.17257,75805
41.882924,-87.87642,20593
41.956479,-87.95117,22248
42.023977,-88.17657,35648
41.94954,-88.08256,22058
42.052112,-88.54829,166
42.121188,-88.27227,31834
41.998231,-88.84223,269
41.921121,-88.6899,1312
41.93171,-88.96438,292
41.924127,-88.74617,42389
42.101502,-88.28891,14637
41.876506,-88.46429,7563
42.037176,-88.25922,48358
42.034776,-88.32393,54989
41.89103,-87.94181,45548
42.034502,-88.97084,297
41.871331,-87.81235,15688
41.93548,-87.87468,19318
41.885728,-88.31957,21459
42.10028,-88.6906,5957
42.099479,-88.36942,1481
41.869779,-88.06285,38072
41.920228,-88.07891,32221
42.086218,-88.5036,7332
41.858028,-87.83865,230
42.171973,-88.42891,7798
41.972328,-88.02196,10004
42.102014,-88.76647,2585
42.100571,-88.87665,2253
41.875429,-88.01723,50290
41.933061,-88.88293,1675
41.91842,-88.57626,3562
42.242199,-88.61034,10934
41.880281,-87.84455,26860
41.851257,-87.88351,16573
41.857931,-87.85477,8271
41.970628,-88.05606,2089
41.89988,-87.85978,23298
41.872997,-87.90101,8500
41.886794,-87.91052,5256
41.91823,-87.89627,21553
41.90158,-87.88046,5096
41.92583,-87.84013,10579
41.980761,-88.08704,25479
42.051927,-88.04814,12087
41.919808,-88.30498,31611
41.944577,-88.38326,18122
41.95683,-87.87193,11580
41.99215,-88.30609,16722
41.990505,-88.68704,16542
42.229437,-88.52606,1724
41.880429,-87.97813,30352
41.953427,-88.25176,750
41.891978,-88.20502,33102
41.858279,-88.10904,61677
41.918578,-88.13688,43143
41.875228,-88.15261,12178
41.962979,-87.97688,14861
42.065827,-88.21399,2033
42.01299,-88.09675,40621
42.037108,-88.10719,41361
42.067809,-88.10828,30038
42.056391,-87.69684,42005
42.030327,-87.68828,32208
42.048879,-87.7175,4539
41.887981,-87.79562,2259
41.893941,-87.78899,32440
41.87355,-87.7885,17825
41.893031,-87.81718,11635
41.350484,-87.62408,5593
41.836981,-87.79095,60418
41.656592,-87.68154,25344
41.230524,-88.25503,1648
41.262178,-88.22307,5243
41.614188,-87.54638,38933
41.439518,-88.20898,7715
41.511307,-87.6101,60732
41.702482,-87.77869,13764
41.292011,-88.2783,7280
41.439034,-87.61173,15773
41.626839,-87.59865,25676
41.089453,-88.42783,6092
41.429681,-88.10284,3493
41.539384,-87.68424,9332
41.501178,-87.83875,22917
41.174117,-88.30954,2331
41.544584,-87.61289,8959
41.609078,-87.66264,48080
41.574034,-87.67857,15958
41.556734,-87.66464,20963
41.52493,-88.19022,23435
41.533631,-88.05592,21555
41.511644,-88.05698,17650
41.54338,-88.11963,52381
41.50798,-88.10553,16236
41.168761,-88.55792,221
41.565685,-87.54819,28880
41.676028,-87.98258,20088
41.703097,-88.07462,46412
41.598235,-88.02753,49295
41.407474,-87.96883,6250
41.503468,-87.73695,15094
41.243419,-88.40325,1532
41.631683,-87.73309,25890
41.64273,-88.09934,20094
41.473553,-88.29167,7127
41.536782,-87.88582,19674
41.422555,-87.75531,5713
41.370642,-88.40749,19092
41.509231,-87.96475,27328
41.605633,-87.75356,27717
41.715082,-87.7546,54619
41.742432,-87.80678,15984
41.730533,-87.73198,4506
41.723782,-87.82825,14289
41.746432,-87.83557,14097
41.744082,-87.77022,28096
41.00148,-88.52981,1549
41.51829,-87.69274,4621
41.623532,-87.83542,38438
41.663548,-87.79148,13403
41.664582,-87.84378,9305
41.699432,-87.82977,17323
41.472934,-87.68767,30294
41.598255,-87.89201,20788
41.331114,-87.79917,5321
41.628034,-87.68694,4537
41.169068,-88.6494,653
41.483844,-87.72134,12806
41.642933,-87.70814,6587
41.597472,-87.59909,22396
41.173313,-88.27494,744
41.470084,-87.63369,9057
41.570384,-87.60839,2615
41.5738,-87.80389,56931
41.561134,-87.72398,16282
41.231718,-88.52659,782
41.737616,-87.87778,4666
41.298186,-88.1464,11131
41.688827,-87.79265,11294
41.684752,-88.14203,9489
41.784832,-87.81,11160
41.760067,-88.25218,45024
41.756129,-88.29699,57114
41.766029,-88.35254,51129
41.845228,-88.30995,26437
41.75537,-88.54865,1886
41.706034,-88.41296,794
41.822681,-87.84753,19075
41.779533,-87.95798,17351
41.80348,-88.01827,27692
41.761463,-88.01334,30562
41.75253,-88.04864,31629
41.599139,-88.91932,3556
41.778379,-88.24268,21
41.776884,-88.64655,2811
41.772915,-87.92996,37489
41.837716,-87.96041,9896
41.788536,-87.87605,32667
41.829831,-87.8704,13251
41.792378,-88.9516,604
41.620636,-88.78895,2040
41.789079,-88.08536,27161
41.812331,-87.82318,10081
41.598631,-88.55317,77
41.56253,-88.59921,388
41.721886,-88.32972,13585
41.764779,-88.14579,42100
41.529433,-88.53552,2565
41.809387,-88.32931,10982
41.684896,-88.34177,18571
41.607624,-88.19736,43958
41.665654,-88.53697,7669
41.836131,-87.82163,15962
41.645393,-88.63052,10870
41.490329,-88.74998,557
41.769322,-88.86858,1482
41.527585,-88.68292,5196
41.645998,-88.69,3865
41.830628,-89.01704,685
41.779939,-88.45183,4892
41.82552,-88.19452,13725
41.768498,-88.77539,1776
41.438531,-88.76933,137
41.805531,-87.90103,12572
41.795358,-87.97778,25797
41.631342,-88.43996,11711
41.745623,-87.98108,23676
41.794885,-88.16188,31582
41.707118,-88.19634,31685
41.728738,-88.12824,40503
41.886456,-87.62325,5565
41.882937,-87.62874,70
41.880446,-87.63014,544
41.877589,-87.62818,77
41.860019,-87.6187,12688
41.882582,-87.6376,1422
41.875882,-87.65114,15725
41.850532,-87.6699,92147
41.814283,-87.65282,79592
41.898582,-87.6371,47619
41.904667,-87.62504,26525
41.880682,-87.6877,38185
41.953256,-87.6629,50608
41.922682,-87.65432,65438
41.801525,-87.60215,44636
41.8474,-87.63126,47259
41.719973,-87.5557,96287
41.945681,-87.7048,98059
41.744834,-87.60444,74904
41.740483,-87.65282,85884
41.776983,-87.6404,47575
41.900332,-87.66927,75859
41.850232,-87.718,108189
41.879365,-87.72199,45472
41.971614,-87.70256,91604
42.009731,-87.66938,59764
41.695434,-87.62255,87891
41.777482,-87.71155,114301
41.971044,-87.75869,54812
41.99623,-87.81091,28886
41.809299,-87.7105,87700
41.655423,-87.55365,13280
41.944454,-87.79654,74104
41.776633,-87.66854,51304
41.779384,-87.60544,57162
41.787982,-87.7738,55716
41.921431,-87.75415,93087
41.973181,-87.6665,73786
41.946431,-87.74576,73626
41.696433,-87.65993,52428
41.881331,-87.75671,59043
42.008956,-87.69634,43633
41.995331,-87.7601,27057
41.921126,-87.70085,98989
41.761734,-87.57072,54757
41.901485,-87.74055,77378
41.7446,-87.71188,38992
41.819833,-87.61269,34683
41.696283,-87.69912,29061
41.97508,-87.8163,26756
41.940832,-87.65852,66828
41.991381,-87.70378,39193
41.990631,-87.6667,47775
41.882082,-87.64461,4190
41.96418,-87.81686,23045
41.922681,-87.80805,42735
42.005331,-87.73545,12359
42.032379,-87.81563,31161
41.675861,-87.73189,22864
41.844382,-87.7599,86066
41.719933,-87.70249,20821
41.649717,-87.63292,33132
41.114132,-87.86784,37209
41.078981,-87.80536,540
40.883641,-87.9667,1404
40.968579,-87.61611,623
41.147958,-88.06412,1616
41.170442,-87.86891,22593
41.144256,-87.86239,10319
41.04699,-88.18649,568
40.598963,-88.03308,1023
40.987824,-88.23737,452
41.024846,-88.30797,135
40.757447,-88.29306,1593
41.005603,-87.90649,2680
40.565374,-87.88177,1741
40.572516,-87.81825,78
40.937573,-87.94105,2229
40.766096,-87.85474,741
40.873,-88.28676,771
40.823527,-87.9874,916
40.876303,-87.60159,739
40.465251,-87.80112,183
40.465744,-88.26994,354
40.966528,-88.34937,354
41.17569,-88.17268,935
40.463079,-88.3731,4235
40.767194,-87.98929,2132
41.244016,-87.64464,3191
41.05113,-88.08957,1877
40.465869,-87.66766,6843
40.827011,-87.58356,188
40.908942,-88.21304,514
40.526477,-88.0821,1352
40.375602,-88.11524,650
41.250408,-87.85125,8849
40.912916,-87.75589,1233
40.562833,-88.25053,730
40.624025,-87.69618,2588
41.147918,-87.63579,7065
40.706634,-87.99624,2092
40.448736,-88.11405,5670
40.779834,-88.18012,1054
40.439688,-87.89016,1093
41.105629,-88.23794,756
40.625486,-88.18667,616
40.372447,-87.6603,1613
41.045785,-87.68963,7157
40.762507,-87.57423,1695
40.613942,-87.59259,64
40.6756,-88.10761,434
41.109101,-88.14732,45
40.784447,-87.74051,7586
40.543697,-87.66475,457
40.710295,-87.73137,346
42.472458,-90.12098,1044
41.865034,-89.21536,1883
42.199457,-89.59662,572
42.257229,-88.84755,28437
42.131245,-89.26637,7120
42.376423,-88.9325,2194
42.401104,-88.74726,1898
42.375078,-89.63382,469
41.97068,-89.87508,1141
41.982993,-89.2128,894
42.222221,-88.9543,3731
42.403305,-89.55466,1076
42.440374,-89.40925,3575
42.101928,-89.09369,1539
41.843702,-89.47636,23310
42.436585,-89.30394,2573
42.483971,-90.58945,4896
42.298773,-90.17778,1857
42.119619,-89.58242,2179
41.84036,-89.31176,1668
42.300918,-89.63208,32763
42.400744,-90.39738,6238
41.788761,-89.76182,72
42.255617,-88.74344,1455
42.213851,-89.47449,922
42.270426,-90.31077,1256
41.69339,-89.56986,708
42.320303,-89.91237,151
42.111421,-89.82436,3058
42.139244,-89.3968,2025
42.381064,-89.83062,4392
42.054546,-89.02456,534
42.4447,-89.72708,466
41.965904,-89.75896,1705
42.110548,-89.00751,1319
42.1009,-89.98255,3147
42.046139,-89.44025,3883
41.830896,-89.39613,79
42.455036,-89.94561,116
42.475891,-89.63404,1460
42.00663,-89.33932,7419
42.250987,-89.83571,1976
42.307665,-89.34453,3909
41.989386,-89.59084,3999
42.364394,-88.84665,7040
42.298218,-89.47652,920
41.935139,-89.06891,14641
42.407384,-89.46228,1028
41.759473,-89.69452,14886
42.447856,-89.08485,8621
42.419097,-89.00407,16294
42.099635,-90.12858,5092
42.473737,-90.25362,1082
42.236813,-89.35828,55
42.15834,-89.73555,1354
42.484835,-89.02756,8749
41.813776,-89.70537,22995
42.112207,-89.18633,2823
42.350108,-90.02362,3683
42.491388,-89.98979,1761
42.271385,-89.25099,4834
42.475078,-89.81607,952
41.905844,-89.54255,7
42.292221,-89.12574,22900
42.25517,-89.1297,21053
42.303365,-89.08246,24232
42.25537,-89.07602,20422
42.280019,-89.03347,30126
42.254087,-89.01776,27494
42.213439,-89.05595,26515
42.326227,-89.02573,20442
42.245596,-88.97586,18
42.306666,-89.00839,15400
42.352539,-89.04186,20367
41.4903,-90.56956,39285
41.766003,-90.22322,1160
41.202461,-90.73137,6164
41.440852,-90.71957,336
41.292977,-90.29334,534
41.412944,-89.92236,1269
41.409646,-90.01821,1478
41.518317,-90.35597,65
41.286797,-90.17486,3495
41.497667,-90.39047,321
41.439784,-90.428,5924
41.483484,-90.34046,6937
41.697188,-90.30177,1196
41.610151,-89.66298,238
41.518733,-90.41788,22300
41.657803,-90.08613,2866
41.738551,-90.06922,342
41.863049,-90.14524,5811
41.464473,-90.15854,11317
41.554666,-90.40987,1474
41.590161,-90.20392,1350
41.369036,-90.9284,1208
41.228561,-90.87565,816
41.719782,-89.92116,941
41.28595,-90.36117,803
41.260255,-90.60587,342
41.426583,-90.57639,12463
41.490333,-90.50006,46502
41.819003,-89.96623,7880
41.223984,-91.0123,1409
41.357236,-90.38482,3271
41.372408,-90.27031,451
41.599642,-90.31978,4615
41.30589,-90.5979,55
41.612038,-89.93036,3437
41.31653,-90.70671,989
41.303101,-90.50615,2590
41.501234,-90.41404,8971
41.605825,-89.77628,1609
41.406276,-90.735,3447
41.978758,-90.09248,1667
41.347117,-89.08974,10405
41.707588,-89.34371,4216
41.042878,-88.86268,342
41.435197,-89.23432,756
41.064946,-88.66836,359
41.310471,-89.67662,1038
41.289819,-89.37069,249
41.261853,-89.12523,262
41.4276,-89.21243,328
41.710715,-89.07807,698
41.011259,-88.74854,1185
41.350864,-89.17366,724
40.963663,-88.97932,339
41.321814,-89.3086,1698
41.435327,-89.39583,98
41.770952,-89.41267,95
41.234167,-88.82807,1001
41.264159,-89.23655,2450
41.252101,-89.32451,1125
41.504603,-89.46289,108
41.380259,-89.21239,1338
41.53364,-89.27691,1495
41.747471,-89.27713,40
41.190024,-88.98238,33
40.990965,-88.88278,430
41.144329,-89.08815,770
41.168946,-89.2205,566
41.111077,-89.21207,694
41.427282,-89.36622,496
41.4547,-89.66966,355
41.265597,-89.25106,337
41.336202,-88.69727,7466
41.543149,-89.10696,9334
41.394429,-89.84111,405
41.280262,-89.79442,868
41.513879,-89.71842,94
41.292401,-89.05943,4357
41.543342,-89.44078,1080
41.35263,-88.84734,24276
41.690735,-88.98815,1291
41.330789,-89.1299,10623
41.372528,-89.44315,11284
40.986256,-89.04364,526
41.363772,-89.26975,269
41.320345,-88.61017,3017
41.400837,-89.74444,1378
41.332908,-89.20847,5758
41.25645,-89.17901,270
41.129482,-88.83666,20534
41.638122,-89.26889,846
41.279825,-89.50492,1489
40.992084,-89.15231,1631
41.21076,-89.03886,1322
41.466102,-89.07794,113
41.37061,-89.0149,2019
41.543813,-89.35449,137
41.037822,-89.25682,1195
41.546706,-89.60081,2256
41.057649,-89.04788,1366
41.722744,-89.15601,586
41.369056,-89.60321,1391
40.948073,-90.36871,36541
40.802633,-90.39766,4134
40.401282,-90.50153,396
41.067549,-90.57994,1388
41.189123,-90.36813,1182
41.117342,-90.16063,1006
40.661165,-90.43908,1945
40.496817,-90.56334,147
40.781504,-90.52901,329
40.854865,-90.85925,666
41.200711,-90.11832,53
40.555678,-90.87087,1253
41.174037,-89.65849,1455
40.550883,-90.51766,3626
40.889288,-90.50529,827
41.073398,-89.63015,149
40.778519,-91.05902,707
41.118359,-89.70575,111
40.499297,-90.17764,2316
40.952695,-90.12141,954
40.94399,-90.31205,721
40.617275,-90.29556,369
40.642927,-90.17174,712
41.172197,-90.03901,3542
40.972589,-90.54835,57
40.859964,-90.22212,992
40.854247,-90.96542,915
40.579737,-90.64691,774
41.02572,-90.35566,285
40.324365,-90.60351,857
40.337555,-90.30458,999
41.092081,-90.92743,931
41.247536,-89.92848,14404
40.867285,-90.75759,1117
40.910079,-90.27171,4201
41.098764,-89.97361,522
40.567399,-90.97066,1846
40.953365,-89.94259,376
40.249363,-90.66845,346
41.010666,-90.75393,676
40.685436,-91.05207,765
